deal_id,file,country,state_level,fy,stage,version,origin,funding_source,scope_confidence,is_transfer,amount_total,currency,doc_locator,matched_to,warnings
bwa-2026-0100-12001-ict-appropriated,2026-04-01-bwa-2026-0100-12001-ict-appropriated-this-project-is-meant-to-support-the-par.md,BWA,national,2026,appropriated,original,domestic-state,domestic-revenue,whole,false,2000000,BWP,"Committee of Supply Speech 2026/2027, Parliament, para 53 — `i. Computerisation (P2,000,000)`",,
bwa-2026-0400-0411-appropriated,2026-04-01-bwa-2026-0400-0411-appropriated-civil-and-national-registration-recurrent.md,BWA,national,2026,appropriated,original,domestic-state,domestic-revenue,partial,false,108505050,BWP,"Committee of Supply Speech 2026/2027 Ministry of Labour and Home Affairs para 43",,
caf-2024-30-30-33-02-05-120000-6014-11-revised,2024-10-30-caf-2024-30-30-33-02-05-120000-6014-11-revised-appui-a-la-digitalisation.md,CAF,national,2024,revised,revised,domestic-state,domestic-revenue,whole,false,80000000,XAF,"PLF 2025, volume des charges, section 30, imputation 30.33.02.05.120000.6014.11, colonne « Collectif 2024 »",,
caf-2024-50-50-52-00-43-120000-2446-11-revised,2024-10-30-caf-2024-50-50-52-00-43-120000-2446-11-revised-numerisation-des-archives.md,CAF,national,2024,revised,revised,domestic-state,domestic-revenue,whole,false,49996000,XAF,"PLF 2025, volume des charges, section 50, imputation 50.52.00.43.120000.2446.11, colonne « Collectif 2024 »",,
caf-2024-60-60-61-00-06-120000-6439-11-revised,2024-10-30-caf-2024-60-60-61-00-06-120000-6439-11-revised-appui-a-la-digitalisation.md,CAF,national,2024,revised,revised,domestic-state,domestic-revenue,whole,false,20000000,XAF,"PLF 2025, volume des charges, section 60, imputation 60.61.00.06.120000.6439.11, colonne « Collectif 2024 »",,
caf-2024-85-85-88-00-05-120000-6439-11-revised,2024-10-30-caf-2024-85-85-88-00-05-120000-6439-11-revised-prise-en-charge-des-factures-de-la-societe-v-car.md,CAF,national,2024,revised,revised,domestic-state,domestic-revenue,unclear,false,500000000,XAF,"PLF 2025, volume des charges, section 85, imputation 85.88.00.05.120000.6439.11, colonne « Collectif 2024 »",,
caf-2024-85-85-88-00-14-120000-2119-11-revised,2024-10-30-caf-2024-85-85-88-00-14-120000-2119-11-revised-etude-de-faisabilite-de-la-rehabilitation-du-fai.md,CAF,national,2024,revised,revised,domestic-state,domestic-revenue,whole,false,11250000,XAF,"PLF 2025, volume des charges, section 85, imputation 85.88.00.14.120000.2119.11, colonne « Collectif 2024 »",,
caf-2024-85-85-88-00-20-120000-6439-11-revised,2024-10-30-caf-2024-85-85-88-00-20-120000-6439-11-revised-appui-a-l-autorite-de-regulation-de-communicatio.md,CAF,national,2024,revised,revised,domestic-state,domestic-revenue,partial,false,1300000000,XAF,"PLF 2025, volume des charges, section 85, imputation 85.88.00.20.120000.6439.11, colonne « Collectif 2024 »",,
caf-2024-85-85-88-00-21-120000-6439-11-revised,2024-10-30-caf-2024-85-85-88-00-21-120000-6439-11-revised-agence-centrafricaine-du-developpement-du-digita.md,CAF,national,2024,revised,revised,domestic-state,domestic-revenue,whole,false,50000000,XAF,"PLF 2025, volume des charges, section 85, imputation 85.88.00.21.120000.6439.11, colonne « Collectif 2024 »",,
caf-2024-85-85-88-00-23-120000-6324-11-revised,2024-10-30-caf-2024-85-85-88-00-23-120000-6324-11-revised-arrieres-des-consommations-telephoniques-de-l-ad.md,CAF,national,2024,revised,revised,domestic-state,domestic-revenue,partial,false,100000000,XAF,"PLF 2025, volume des charges, section 85, imputation 85.88.00.23.120000.6324.11, colonne « Collectif 2024 »",,
caf-2025-30-30-31-00-03-230002-6439-11-proposed,2024-12-10-caf-2025-30-30-31-00-03-230002-6439-11-proposed-projet-de-migration-vers-le-sydoniaworld.md,CAF,national,2025,proposed,original,domestic-state,domestic-revenue,whole,false,130000000,XAF,"PLF 2025, volume des charges, section 30, imputation 30.31.00.03.230002.6439.11, colonne « Crédit 2025 »",,
caf-2025-30-30-31-00-68-120000-6693-11-proposed,2024-12-10-caf-2025-30-30-31-00-68-120000-6693-11-proposed-appui-au-deploiement-de-sydonia-world.md,CAF,national,2025,proposed,original,domestic-state,domestic-revenue,whole,false,115000000,XAF,"PLF 2025, volume des charges, section 30, imputation 30.31.00.68.120000.6693.11, colonne « Crédit 2025 »",,
caf-2025-30-30-33-02-05-120000-6014-11-proposed,2024-12-10-caf-2025-30-30-33-02-05-120000-6014-11-proposed-appui-a-la-digitalisation.md,CAF,national,2025,proposed,original,domestic-state,domestic-revenue,whole,false,80000000,XAF,"PLF 2025, volume des charges, section 30, imputation 30.33.02.05.120000.6014.11, colonne « Crédit 2025 »",,
caf-2025-32-32-34-00-00-240012-6013-11-proposed,2024-12-10-caf-2025-32-32-34-00-00-240012-6013-11-proposed-direction-de-la-telematique.md,CAF,national,2025,proposed,original,domestic-state,domestic-revenue,whole,false,1000000,XAF,"PLF 2025, volume des charges, section 32, imputation 32.34.00.00.240012.6013.11, colonne « Crédit 2025 »",,
caf-2025-32-32-34-00-03-240009-6013-11-proposed,2024-12-10-caf-2025-32-32-34-00-03-240009-6013-11-proposed-direction-de-la-gouvernance-numerique.md,CAF,national,2025,proposed,original,domestic-state,domestic-revenue,whole,false,1000000,XAF,"PLF 2025, volume des charges, section 32, imputation 32.34.00.03.240009.6013.11, colonne « Crédit 2025 »",,
caf-2025-50-50-52-00-43-120000-2446-11-proposed,2024-12-10-caf-2025-50-50-52-00-43-120000-2446-11-proposed-numerisation-des-archives.md,CAF,national,2025,proposed,original,domestic-state,domestic-revenue,whole,false,50000000,XAF,"PLF 2025, volume des charges, section 50, imputation 50.52.00.43.120000.2446.11, colonne « Crédit 2025 »",,
caf-2025-60-60-61-00-06-120000-6439-11-proposed,2024-12-10-caf-2025-60-60-61-00-06-120000-6439-11-proposed-appui-a-la-digitalisation.md,CAF,national,2025,proposed,original,domestic-state,domestic-revenue,whole,false,15000000,XAF,"PLF 2025, volume des charges, section 60, imputation 60.61.00.06.120000.6439.11, colonne « Crédit 2025 »",,
caf-2025-85-85-88-00-05-120000-6439-11-proposed,2024-12-10-caf-2025-85-85-88-00-05-120000-6439-11-proposed-prise-en-charge-des-factures-de-la-societe-v-car.md,CAF,national,2025,proposed,original,domestic-state,domestic-revenue,unclear,false,500000000,XAF,"PLF 2025, volume des charges, section 85, imputation 85.88.00.05.120000.6439.11, colonne « Crédit 2025 »",,
caf-2025-85-85-88-00-14-120000-2119-11-proposed,2024-12-10-caf-2025-85-85-88-00-14-120000-2119-11-proposed-etude-de-faisabilite-de-la-rehabilitation-du-fai.md,CAF,national,2025,proposed,original,domestic-state,domestic-revenue,whole,false,0,XAF,"PLF 2025, volume des charges, section 85, imputation 85.88.00.14.120000.2119.11, colonne « Crédit 2025 »",,
caf-2025-85-85-88-00-20-120000-6439-11-proposed,2024-12-10-caf-2025-85-85-88-00-20-120000-6439-11-proposed-appui-a-l-autorite-de-regulation-de-communicatio.md,CAF,national,2025,proposed,original,domestic-state,domestic-revenue,partial,false,1400000000,XAF,"PLF 2025, volume des charges, section 85, imputation 85.88.00.20.120000.6439.11, colonne « Crédit 2025 »",,
caf-2025-85-85-88-00-21-120000-6439-11-proposed,2024-12-10-caf-2025-85-85-88-00-21-120000-6439-11-proposed-agence-centrafricaine-du-developpement-du-digita.md,CAF,national,2025,proposed,original,domestic-state,domestic-revenue,whole,false,200000000,XAF,"PLF 2025, volume des charges, section 85, imputation 85.88.00.21.120000.6439.11, colonne « Crédit 2025 »",,
caf-2025-85-85-88-00-23-120000-6324-11-proposed,2024-12-10-caf-2025-85-85-88-00-23-120000-6324-11-proposed-arrieres-des-consommations-telephoniques-de-l-ad.md,CAF,national,2025,proposed,original,domestic-state,domestic-revenue,partial,false,250000000,XAF,"PLF 2025, volume des charges, section 85, imputation 85.88.00.23.120000.6324.11, colonne « Crédit 2025 »",,
caf-2025-85-85-88-00-05-120000-6439-11-revised,2025-05-28-caf-2025-85-85-88-00-05-120000-6439-11-revised-prise-en-charge-des-factures-de-la-societe-v-car.md,CAF,national,2025,revised,revised,domestic-state,domestic-revenue,unclear,false,800000000,XAF,"PLF 2026, volume des charges, section 85, imputation 85.88.00.05.120000.6439.11, colonne « Collectif 2025 »",,
caf-2025-85-85-88-00-20-120000-6439-11-revised,2025-05-28-caf-2025-85-85-88-00-20-120000-6439-11-revised-appui-a-l-autorite-de-regulation-de-communicatio.md,CAF,national,2025,revised,revised,domestic-state,domestic-revenue,partial,false,1400000000,XAF,"PLF 2026, volume des charges, section 85, imputation 85.88.00.20.120000.6439.11, colonne « Collectif 2025 »",,
caf-2025-85-85-88-00-21-120000-6439-11-revised,2025-05-28-caf-2025-85-85-88-00-21-120000-6439-11-revised-agence-centrafricaine-du-developpement-du-digita.md,CAF,national,2025,revised,revised,domestic-state,domestic-revenue,whole,false,300000000,XAF,"PLF 2026, volume des charges, section 85, imputation 85.88.00.21.120000.6439.11, colonne « Collectif 2025 »",,
caf-2025-85-85-88-00-23-120000-6324-11-revised,2025-05-28-caf-2025-85-85-88-00-23-120000-6324-11-revised-arrieres-des-consommations-telephoniques-de-l-ad.md,CAF,national,2025,revised,revised,domestic-state,domestic-revenue,partial,false,250000000,XAF,"PLF 2026, volume des charges, section 85, imputation 85.88.00.23.120000.6324.11, colonne « Collectif 2025 »",,
caf-2026-30-3002601230000xxxx03-proposed,2025-11-18-caf-2026-30-3002601230000xxxx03-proposed-deploier-sydoniaworld-au-terminal3-bouar-bambari.md,CAF,national,2026,proposed,original,domestic-state,domestic-revenue,whole,false,420000000,XAF,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 30, code 3002601230000XXXX03, colonne CP 2026",,
caf-2026-30-3002603230000xxxx03-proposed,2025-11-18-caf-2026-30-3002603230000xxxx03-proposed-operationaliser-le-paiement-electronique-des-dro.md,CAF,national,2026,proposed,original,domestic-state,domestic-revenue,whole,false,3000000,XAF,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 30, code 3002603230000XXXX03, colonne CP 2026",,
caf-2026-30-3002701230000xxxx04-proposed,2025-11-18-caf-2026-30-3002701230000xxxx04-proposed-organiser-les-sessions-de-maintenance-de-l-appli.md,CAF,national,2026,proposed,original,domestic-state,domestic-revenue,whole,false,10000000,XAF,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 30, code 3002701230000XXXX04, colonne CP 2026",,
caf-2026-30-3002701230000xxxx07-proposed,2025-11-18-caf-2026-30-3002701230000xxxx07-proposed-rehabilitaion-et-equipement-de-la-plateforme-de-.md,CAF,national,2026,proposed,original,domestic-state,domestic-revenue,whole,false,38000000,XAF,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 30, code 3002701230000XXXX07, colonne CP 2026",,
caf-2026-30-3002804230000xxxx04-proposed,2025-11-18-caf-2026-30-3002804230000xxxx04-proposed-numeriser-et-moderniser-les-interconnections-ave.md,CAF,national,2026,proposed,original,domestic-state,domestic-revenue,whole,false,3125000,XAF,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 30, code 3002804230000XXXX04, colonne CP 2026",,
caf-2026-31-3103404240000xxxx04-proposed,2025-11-18-caf-2026-31-3103404240000xxxx04-proposed-developper-un-systeme-d-archivage.md,CAF,national,2026,proposed,original,domestic-state,domestic-revenue,whole,false,6500000,XAF,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 31, code 3103404240000XXXX04, colonne CP 2026",,
caf-2026-32-3203701-proposed,2025-11-18-caf-2026-32-3203701-proposed-digitalisation-de-l-administration-et-innovation.md,CAF,national,2026,proposed,original,domestic-state,domestic-revenue,whole,false,16000000,XAF,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 32, code 3203701, colonne CP 2026",,
caf-2026-40-4004604-proposed,2025-11-18-caf-2026-40-4004604-proposed-digitalisation-du-systeme-educatif-gestion-du-sy.md,CAF,national,2026,proposed,original,domestic-state,domestic-revenue,partial,false,6000000,XAF,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 40, code 4004604, colonne CP 2026",,
caf-2026-41-4104901230000xxxx12-proposed,2025-11-18-caf-2026-41-4104901230000xxxx12-proposed-numeriser-les-diplomes-au-sg-ub.md,CAF,national,2026,proposed,original,domestic-state,domestic-revenue,whole,false,20000000,XAF,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 41, code 4104901230000XXXX12, colonne CP 2026",,
caf-2026-50-5005001230000xxxx03-proposed,2025-11-18-caf-2026-50-5005001230000xxxx03-proposed-assurer-l-ouverture-d-acces-a-la-television-nume.md,CAF,national,2026,proposed,original,domestic-state,domestic-revenue,partial,false,30000000,XAF,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 50, code 5005001230000XXXX03, colonne CP 2026",,
caf-2026-50-5005103630000xxxx02-proposed,2025-11-18-caf-2026-50-5005103630000xxxx02-proposed-restructurer-le-site-internet-de-l-acap.md,CAF,national,2026,proposed,original,domestic-state,domestic-revenue,whole,false,9000000,XAF,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 50, code 5005103630000XXXX02, colonne CP 2026",,
caf-2026-50-5005204630000xxxx01-proposed,2025-11-18-caf-2026-50-5005204630000xxxx01-proposed-developper-un-systeme-d-archivage.md,CAF,national,2026,proposed,original,domestic-state,domestic-revenue,whole,false,30000000,XAF,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 50, code 5005204630000XXXX01, colonne CP 2026",,
caf-2026-83-8307604240000xxxx07-proposed,2025-11-18-caf-2026-83-8307604240000xxxx07-proposed-mettre-a-jour-le-cadastre-minier.md,CAF,national,2026,proposed,original,domestic-state,domestic-revenue,whole,false,625000,XAF,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 83, code 8307604240000XXXX07, colonne CP 2026",,
caf-2026-83-8307702240000xxxx01-proposed,2025-11-18-caf-2026-83-8307702240000xxxx01-proposed-creer-et-gerer-une-base-des-donnees-petrolieres.md,CAF,national,2026,proposed,original,domestic-state,domestic-revenue,whole,false,650000,XAF,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 83, code 8307702240000XXXX01, colonne CP 2026",,
caf-2026-85-8508201230000xxxx01-proposed,2025-11-18-caf-2026-85-8508201230000xxxx01-proposed-coordonner-animer-et-mis-en-uvre-de-la-politique.md,CAF,national,2026,proposed,original,domestic-state,domestic-revenue,whole,false,13000000,XAF,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 85, code 8508201230000XXXX01, colonne CP 2026",,
caf-2026-85-8508201240000xxxx02-proposed,2025-11-18-caf-2026-85-8508201240000xxxx02-proposed-elaborer-un-plan-directeur-de-developpement-des-.md,CAF,national,2026,proposed,original,domestic-state,domestic-revenue,whole,false,2000000,XAF,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 85, code 8508201240000XXXX02, colonne CP 2026",,
caf-2026-85-8508201240000xxxx03-proposed,2025-11-18-caf-2026-85-8508201240000xxxx03-proposed-elaboration-la-cartographie-numerique-de-la-couv.md,CAF,national,2026,proposed,original,domestic-state,domestic-revenue,whole,false,2000000,XAF,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 85, code 8508201240000XXXX03, colonne CP 2026",,
caf-2026-85-8508201240000xxxx04-proposed,2025-11-18-caf-2026-85-8508201240000xxxx04-proposed-construction-des-boucles-optiques-urbaines-acdd.md,CAF,national,2026,proposed,original,domestic-state,domestic-revenue,whole,false,300000000,XAF,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 85, code 8508201240000XXXX04, colonne CP 2026",,
caf-2026-85-8508201240000xxxx06-proposed,2025-11-18-caf-2026-85-8508201240000xxxx06-proposed-raccorder-de-tous-les-chefs-lieux-de-prefectures.md,CAF,national,2026,proposed,original,domestic-state,domestic-revenue,whole,false,2000000,XAF,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 85, code 8508201240000XXXX06, colonne CP 2026",,
caf-2026-85-8508202240000xxxx01-proposed,2025-11-18-caf-2026-85-8508202240000xxxx01-proposed-coordonner-animer-et-evaluer-les-activites-de-re.md,CAF,national,2026,proposed,original,domestic-state,domestic-revenue,whole,false,2000000,XAF,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 85, code 8508202240000XXXX01, colonne CP 2026",,
caf-2026-85-8508301230000xxxx04-proposed,2025-11-18-caf-2026-85-8508301230000xxxx04-proposed-coordonner-animer-et-evaluer-les-activites-liees.md,CAF,national,2026,proposed,original,domestic-state,domestic-revenue,whole,false,13000000,XAF,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 85, code 8508301230000XXXX04, colonne CP 2026",,
caf-2026-85-8508302-proposed,2025-11-18-caf-2026-85-8508302-proposed-renforcement-de-la-securite-des-reseaux-et-syste.md,CAF,national,2026,proposed,original,domestic-state,domestic-revenue,whole,false,4000000,XAF,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 85, code 8508302, colonne CP 2026",,
caf-2026-85-8508303240000xxxx01-proposed,2025-11-18-caf-2026-85-8508303240000xxxx01-proposed-appui-a-l-autorite-de-regulation-de-communicatio.md,CAF,national,2026,proposed,original,domestic-state,domestic-revenue,partial,false,1600000000,XAF,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 85, code 8508303240000XXXX01, colonne CP 2026",,
caf-2026-85-8508303240000xxxx02-proposed,2025-11-18-caf-2026-85-8508303240000xxxx02-proposed-promouvoir-les-services-numeriques-et-digitalise.md,CAF,national,2026,proposed,original,domestic-state,domestic-revenue,whole,false,2000000,XAF,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 85, code 8508303240000XXXX02, colonne CP 2026",,
caf-2026-85-8508303240000xxxx04-proposed,2025-11-18-caf-2026-85-8508303240000xxxx04-proposed-normaliser-les-communication-electroniques.md,CAF,national,2026,proposed,original,domestic-state,domestic-revenue,whole,false,2000000,XAF,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 85, code 8508303240000XXXX04, colonne CP 2026",,
caf-2026-85-8508304-proposed,2025-11-18-caf-2026-85-8508304-proposed-renforcement-de-la-confiance-numerique-au-niveau.md,CAF,national,2026,proposed,original,domestic-state,domestic-revenue,whole,false,2000000,XAF,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 85, code 8508304, colonne CP 2026",,
caf-2026-85-8508401160000xxxx05-proposed,2025-11-18-caf-2026-85-8508401160000xxxx05-proposed-assurer-le-fonctionnement-du-secretariat-permane.md,CAF,national,2026,proposed,original,domestic-state,domestic-revenue,whole,false,33000000,XAF,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 85, code 8508401160000XXXX05, colonne CP 2026",,
caf-2026-85-8508403160000xxxx06-proposed,2025-11-18-caf-2026-85-8508403160000xxxx06-proposed-prise-en-charge-des-factures-de-la-societe-mossi.md,CAF,national,2026,proposed,original,domestic-state,domestic-revenue,unclear,false,500000000,XAF,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 85, code 8508403160000XXXX06, colonne CP 2026",,
caf-2026-85-8508403160000xxxx07-proposed,2025-11-18-caf-2026-85-8508403160000xxxx07-proposed-prendre-en-charge-des-factures-de-la-societe-v-c.md,CAF,national,2026,proposed,original,domestic-state,domestic-revenue,unclear,false,1000000000,XAF,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 85, code 8508403160000XXXX07, colonne CP 2026",,
caf-2026-85-8508403160000xxxx08-proposed,2025-11-18-caf-2026-85-8508403160000xxxx08-proposed-paiement-des-arrieres-de-six-06-mois-de-salaires.md,CAF,national,2026,proposed,original,domestic-state,domestic-revenue,whole,false,118000000,XAF,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 85, code 8508403160000XXXX08, colonne CP 2026",,
caf-2026-85-8508403160000xxxx09-proposed,2025-11-18-caf-2026-85-8508403160000xxxx09-proposed-payer-les-arrieres-des-consommations-telephoniqu.md,CAF,national,2026,proposed,original,domestic-state,domestic-revenue,partial,false,250000000,XAF,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 85, code 8508403160000XXXX09, colonne CP 2026",,
caf-2026-92-9209102240000xxxx01-proposed,2025-11-18-caf-2026-92-9209102240000xxxx01-proposed-numeriser-les-archives-de-la-numerisation-des-ar.md,CAF,national,2026,proposed,original,domestic-state,domestic-revenue,whole,false,8000000,XAF,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 92, code 9209102240000XXXX01, colonne CP 2026",,
caf-2026-92-9209302240000xxxx07-proposed,2025-11-18-caf-2026-92-9209302240000xxxx07-proposed-mettre-en-place-un-systeme-digitalisation-du-min.md,CAF,national,2026,proposed,original,domestic-state,domestic-revenue,whole,false,2000000,XAF,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 92, code 9209302240000XXXX07, colonne CP 2026",,
caf-2026-arcep-board-budget-proposed,2026-04-15-caf-arcep-2026-projet-de-budget-proposed.md,CAF,regulator,2026,proposed,original,domestic-state,own-source,partial,false,6200000,XAF,Agence Ecofin report of the ARCEP budget session of 15 April 2026,,source_tier reporting; no board document held
cog-2024-45,2023-12-29-cog-2024-45.md,COG,national,2024,appropriated,original,domestic-state,domestic-revenue,partial,false,15150773643,XAF,"JO éd. spéciale n° 6-2023, Article quarante et unième, Code 45",,ministry envelope — FY2024 publishes no programme for Code 45
cog-2024-cst-fasuce,2023-12-29-cog-2024-cst-fasuce.md,COG,levy-fund,2024,appropriated,original,domestic-state,own-source,whole,false,1000000000,XAF,"JO éd. spéciale n° 6-2023, Article quarante-cinquième, compte n° 9",,
cog-2024-cst-fonction-bancaire-tresor,2023-12-29-cog-2024-cst-fonction-bancaire-tresor.md,COG,levy-fund,2024,appropriated,original,domestic-state,domestic-revenue,whole,false,2809999915,XAF,"JO éd. spéciale n° 6-2023, Article quarante-cinquième, compte n° 15",,
cog-2025-45-118,2024-12-30-cog-2025-45-118.md,COG,national,2025,actual,original,domestic-state,domestic-revenue,partial,false,3158525582,XAF,"JO éd. spéciale n° 15-2024, Article trente-huitième, Code 45 programme 118",,"execution rate on mixed bases — ANNEXE 4 is hors dépenses du personnel, its prévisions column is not"
cog-2025-cst-fasuce,2024-12-30-cog-2025-cst-fasuce.md,COG,levy-fund,2025,appropriated,original,domestic-state,own-source,whole,false,1000000000,XAF,"JO éd. spéciale n° 15-2024, Article dix-neuvième, compte n° 8",,
cog-2025-cst-urbanisation-si-fp,2024-12-30-cog-2025-cst-urbanisation-si-fp.md,COG,levy-fund,2025,appropriated,original,domestic-state,own-source,whole,false,3500000000,XAF,"JO éd. spéciale n° 15-2024, Article dix-neuvième, compte n° 18",,
cog-2025-cst-fonction-bancaire-tresor,2024-12-30-cog-2025-cst-fonction-bancaire-tresor.md,COG,levy-fund,2025,appropriated,original,domestic-state,domestic-revenue,whole,false,2810000000,XAF,"JO éd. spéciale n° 15-2024, Article dix-neuvième, compte n° 14",,
cog-2026-45-118,2025-12-31-cog-2026-45-118.md,COG,national,2026,appropriated,original,domestic-state,domestic-revenue,partial,false,30139589283,XAF,"JO éd. spéciale n° 3-2026, Article trente-quatrième, Code 45 programme 118",,no revised stage — Décret 2026-179 does not touch Code 45; LFR 2026 adopted 23 July 2026 not yet gazetted
cog-2026-cst-fasuce,2025-12-31-cog-2026-cst-fasuce.md,COG,levy-fund,2026,appropriated,original,domestic-state,own-source,whole,false,1000000000,XAF,"JO éd. spéciale n° 3-2026, Article quarante-deuxième, compte n° 4",,
cog-2026-cst-urbanisation-si-fp,2025-12-31-cog-2026-cst-urbanisation-si-fp.md,COG,levy-fund,2026,appropriated,original,domestic-state,own-source,whole,false,3500000000,XAF,"JO éd. spéciale n° 3-2026, Article quarante-deuxième, compte n° 10",,
cog-2026-cst-fonction-bancaire-tresor,2025-12-31-cog-2026-cst-fonction-bancaire-tresor.md,COG,levy-fund,2026,appropriated,original,domestic-state,domestic-revenue,whole,false,5968000000,XAF,"JO éd. spéciale n° 3-2026, Article quarante-deuxième, compte n° 8",,
com-2024-09,2023-11-27-com-2024-09.md,COM,national,2024,appropriated;revised;actual,original,domestic-state,domestic-revenue,partial,false,194457800,KMF,"LF2024 (n°23-019/AU) Article 11; LFR2024 Loi 24-013/AU Article 8; Rapport d'execution 2024 nature tables",,"ministry envelope - FY2024 publishes no service grain; execution 94.41% vs appropriated / 26.89% vs revised"
com-2024-31-9998-6153,2024-11-01-com-2024-31-9998-6153.md,COM,national,2024,revised,original,domestic-state,domestic-revenue,whole,false,15000000,KMF,"Recueil des arretes 2024, arrete N24-0__/MFBSB/CAB nov 2024, Article 1er table, PDF p.104",,"no appropriation stage held - baseline is revised; day of month illegible"
com-2025-09-0901,2024-12-19-com-2025-09-0901.md,COM,national,2025,appropriated;revised,original,domestic-state,domestic-revenue,partial,false,40107058,KMF,"LF2025 ANNEXE VI service 09 0901 (PDF p.52); revised from LF2026 LFR 2025 column",,"FY2026 law reproduces this figure to the franc"
com-2025-09-0902,2024-12-19-com-2025-09-0902.md,COM,national,2025,appropriated;revised,original,domestic-state,domestic-revenue,partial,false,16192244,KMF,"LF2025 ANNEXE VI service 09 0902; revised from LF2026 LFR 2025 column",,
com-2025-09-0904,2024-12-19-com-2025-09-0904.md,COM,national,2025,appropriated;revised,original,domestic-state,domestic-revenue,partial,false,56016514,KMF,"LF2025 ANNEXE VI service 09 0904 (total derived by subtraction - cells obscured); revised from LF2026",,"appropriated total derived by subtraction from TOTAL MINISTERE"
com-2025-09-0905,2024-12-19-com-2025-09-0905.md,COM,national,2025,appropriated;revised,original,domestic-state,domestic-revenue,whole,false,73000000,KMF,"LF2025 ANNEXE VI service 09 0905; revised from LF2026 LFR 2025 column (renumbered 0910)",,"single-mandate carve-out; service code changes 0905 -> 0910 in FY2026"
com-2025-08-0825,2024-12-19-com-2025-08-0825.md,COM,national,2025,appropriated;revised,original,domestic-state,domestic-revenue,whole,false,9128000,KMF,"LF2025 ANNEXE VI service 08 0825 (PDF p.50); revised from LF2026 LFR 2025 column",,"cross-vote find - overturns three sweeps' 'no digital line outside the sector ministry'; revised to zero"
com-2025-06-0615,2024-12-19-com-2025-06-0615.md,COM,national,2025,appropriated;revised,original,domestic-state,domestic-revenue,unclear,false,3000000,KMF,"LF2025 ANNEXE VI service 06 0615 (PDF p.34); revised from LF2026 LFR 2025 column",,"identity/data-exchange hand-search find; line names no digital activity"
com-2026-09-0901,2026-01-16-com-2026-09-0901.md,COM,national,2026,appropriated,original,domestic-state,domestic-revenue,partial,false,40107058,KMF,"LF2026 classification service 09 0901 (PDF p.87)",,"reproduces FY2025 appropriation to the franc"
com-2026-09-0902,2026-01-16-com-2026-09-0902.md,COM,national,2026,appropriated,original,domestic-state,domestic-revenue,partial,false,114001360,KMF,"LF2026 classification service 09 0902 (PDF p.87); capital corroborated at Article 7",,"first state capital line for the digital ministry in the corpus - 50 000 000 KMF"
com-2026-09-0904,2026-01-16-com-2026-09-0904.md,COM,national,2026,appropriated,original,domestic-state,domestic-revenue,partial,false,56016514,KMF,"LF2026 classification service 09 0904 (PDF p.88)",,
com-2026-09-0910,2026-01-16-com-2026-09-0910.md,COM,national,2026,appropriated,original,domestic-state,domestic-revenue,whole,false,50000000,KMF,"LF2026 classification service 09 0910 (PDF p.88)",,"single-mandate carve-out; apparent value swap with ACRP - do not build a trajectory"
com-2026-08-0825,2026-01-16-com-2026-08-0825.md,COM,national,2026,appropriated,original,domestic-state,domestic-revenue,whole,false,277128000,KMF,"LF2026 classification service 08 0825 (PDF p.84)",,"largest digital appropriation in the Comorian corpus - 82% of the digital ministry vote, in the finance ministry"
com-2026-06-0615,2026-01-16-com-2026-06-0615.md,COM,national,2026,appropriated,original,domestic-state,domestic-revenue,unclear,false,4000000,KMF,"LF2026 classification service 06 0615 (PDF p.48)",,"whole of Comorian identity/data-exchange appropriation"
